closeDay1,offerPrice,egc,highTech,age,exchange,year,industryFF12,nUnderwriters,sharesOfferedPerc,investmentReceived,amountOnProspectus,commonEquity,sp2weeksBefore,blueSky,managementFee,bookValue,totalAssets,totalRevenue,netIncome,roa,leverage,vc,pe,prominence,nVCs,nExecutives,priorFinancing,ipoSize,reputationLeadMax,reputationAvg,nPatents
8.05,7,0,1,11,NASDQ,2011,"Healthcare, Medical Equipment, and Drugs",3,27.18,129603.1,35,-0.907,1280.26,20000,1050000,20.8924224,26.11,1.634,-17.582,-0.673381846,0,1,0,0,15,8,129603.1,35000000,8.001,7.167666667,0
6.4375,6,0,1,4,NASDQ,1996,"Healthcare, Medical Equipment, and Drugs",3,25.72,42632,15,0.062,700.66,20000,200000,20.2991336,23.452,4.985,-3.799,-0.161990449,0.076752516,1,0,1,14,12,42323,15000000,8.001,5.667333333,0
15.16,15,1,1,8,NASDQ,2018,"Healthcare, Medical Equipment, and Drugs",3,21.24,70982.05,100.5,-0.675,2736.61,10000,1050000,-28.6570638,65.151,0,-19.702,-0.302405182,0,0,0,0,6,11,62036,79925000,6.501,2.167,0
12.59,12,0,0,5,NASDQ,2007,"Oil, Gas, and Coal Extraction and Products",4,39.06,20000,92,0.403,1515.88,10000,1050000,199.8183093,248.726,39.114,2.709,0.010891503,0,0,1,0,2,10,20000,92000004,7.001,1.75025,0
18.5,13,0,1,14,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",13,22.21,7000,50.8,0.197,1493.74,25000,610200,3.4145218,16.713,19.235,0.575,0.034404356,0,1,0,0,1,5,7000,44070000,9.001,6.462461538,0
18.12,14,0,1,3,NASDQ,2001,"Healthcare, Medical Equipment, and Drugs",26,27,122181,126,0.294,1293.17,10000,1633532,226.5274674,556.857,238.489,2.75,0.004938431,0.428621711,0,1,1,8,23,122181,116680872,9.001,6.231730769,0
14.85,14,0,0,5,NYSE,2010,Finance,7,86.96,70982.05,210.8,0.235,1178.59,10000,1050000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,1,0,2,1,0,210840000,0,2.428857143,0
86.875,19,0,1,11,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",8,15.88,70982.05,154.9,-0.471,1342.44,6000,1990440,-21.647367,20.955,35.471,3.045,0.145311382,0.529038416,1,1,0,5,15,36485,14782000,9.001,5.953625,8
13.5,13,0,1,3,NASDQ,1997,"Healthcare, Medical Equipment, and Drugs",3,49.64,157581.3,39,0.737,943,5000,540000,51.2851892,61.807,14.367,-2.676,-0.043296067,0.078534794,1,0,1,15,18,157581.3,39000000,9.001,5.667,1
11.5,9,0,0,8,NYSE,2012,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",5,36.2,70982.05,63,0.062,1318.43,10000,1050000,102.7181485,336.098,476.644,1.084,0.00322525,0.510011961,0,1,0,4,14,0,63000000,7.001,4.0006,26
12,12,0,0,0,NYSE,2004,Finance,7,93.37,70982.05,240,0.13,1103.29,10000,3000000,173.1994955,1013.287,107.121,4.557,0.004497245,0.512685942,1,0,0,1,7,62036,240000000,9.001,6.715142857,0
22.62,16,1,1,5,NASDQ,2018,"Healthcare, Medical Equipment, and Drugs",5,22.88,92500,125,-0.778,2767.56,10000,1050000,125.181256,139.597,0,-74.798,-0.535813807,0.007392709,1,0,1,8,5,92500,125000000,9.001,2.4004,0
20.91,15,1,1,9,NYSE,2013,"Business Equipment -- Computers, Software, and Electronic Equipment",5,22.07,70982.05,75,-2.815,1650.51,10000,1050000,141.4221809,187.967,35.534,-37.209,-0.19795496,0.062931259,0,0,0,6,11,62036,79925000,7.001,2.8004,18
8.75,7,0,1,9,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",1,19.12,38473,31.5,-1.626,1460.25,10000,450000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,1,10,13,38473,31500000,6.001,6.001,0
9.5,8.75,0,1,6,NASDQ,1996,"Business Equipment -- Computers, Software, and Electronic Equipment",1,19.42,70982.05,8.8,0.123,705.27,15000,130000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,5.001,5.001,0
16,16,0,0,6,NYSE,2002,Other,10,46.88,70982.05,480,-0.593,1125.4,10000,1050000,15.3024,434.148,1089.099,84.28,0.194127348,0.764900449,0,0,0,6,11,62036,79925000,9.001,7.7009,0
15.5625,17,0,0,75,NASDQ,1996,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",3,40.44,70982.05,60.7,-0.266,651.58,29000,857280,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,0,8,11,0,60724000,8.75,8.833333333,0
11.75,10.75,1,0,26,NASDQ,2017,Finance,4,21.71,70982.05,130.6,0.081,2597.08,10000,1050000,549.7462159,5704.38,181.745,69.384,0.012163285,0.200771688,0,0,0,6,11,62036,79925000,7.501,4.87575,0
5,5,1,1,16,NASDQ,2018,Other,4,38.65,100550.6,46,-4.35,2925.51,10000,1050000,50.9264424,63.026,0.668,-23.846,-0.378351791,0.118998509,1,0,1,14,5,100550.6,46000000,9.001,7.001,5
17.5,15,0,1,6,NASDQ,2011,"Business Equipment -- Computers, Software, and Electronic Equipment",5,7.75,70982.05,105.6,-1.131,1160.4,10000,1050000,-53.8723484,131.678,197.874,49.727,0.377640912,0,1,0,0,1,1,62036,105573450,8.501,5.8008,1
9.5,8.5,0,0,15,NASDQ,1996,"Business Equipment -- Computers, Software, and Electronic Equipment",1,28.26,70982.05,8.5,0.244,697.26,10000,140000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,5.001,5.001,0
18.49,15,1,1,8,NASDQ,2017,"Healthcare, Medical Equipment, and Drugs",4,24.81,117914.1,90,-3.756,2432.54,50000,1260000,89.6790286,116.133,0,-42.211,-0.363471193,0.160626179,1,0,1,13,5,117257.1,90000000,0,0,10
34,33,0,1,31,NYSE,2002,"Healthcare, Medical Equipment, and Drugs",31,23.25,70982.05,2301.8,0.129,1162.77,10000,17469375,974.2851864,3969.8,3009.1,466.9,0.117612978,0.472744219,0,0,0,6,11,62036,79925000,9.001,6.226612903,486
97,29,0,1,2,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",16,10.07,56900,85.2,0.925,1465.16,20000,1059850,320.6274157,345.997,149.365,22.362,0.064630618,0.007554979,1,0,1,5,12,56900,74965000,9.001,6.876,0
11.49,12,0,1,38,NASDQ,2003,"Business Equipment -- Computers, Software, and Electronic Equipment",8,36.55,220000,175.2,0.181,1058.45,30000,2452800,275.51043,336.052,231.063,-26.997,-0.080335781,0.007156631,0,1,0,1,9,220000,175200000,9.001,5.62575,4
25.15,23,0,0,41,NYSE,2013,"Healthcare, Medical Equipment, and Drugs",16,23.28,70982.05,966,0.062,1685.96,10000,12074999,1594.730026,4300.017,3728.312,5.995,0.001394181,0.444811962,0,1,0,6,11,62036,79925000,9.001,4.4380625,0
18.3125,13,0,0,18,NASDQ,1998,Other,18,25.32,70982.05,52.2,0.062,980.28,5000,722229,92.5849965,130.461,196.29,8.251,0.063244954,0.002337863,0,0,0,6,11,62036,79925000,8,6.998222222,0
10.99,11,1,0,8,NASDQ,2016,Other,6,25.4,70982.05,128.7,0.008,2141.34,10000,1050000,142.4430752,173.452,59.231,10.379,0.05983788,0.010469755,0,0,0,6,11,62036,79925000,9.001,6.334166667,0
11.1875,11,0,0,34,NASDQ,2000,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",8,25.72,70982.05,143,-0.14,1455.31,10000,1798498,268.0417495,352.964,343.465,50.575,0.143286567,0.05938566,0,0,0,6,11,62036,79925000,9.001,7.626,0
16.99,17,1,0,6,NYSE,2014,Finance,8,26.18,584650.4,225.3,0.017,1844.86,10000,3378750,785.4335016,5823.661,468.863,44.187,0.007587495,0.71988737,0,1,0,8,5,584649.9,225250000,9.001,3.062875,0
16.27,15.5,0,0,23,NYSE,2003,"Oil, Gas, and Coal Extraction and Products",8,71.47,70982.05,232.5,0.448,1051.81,5000,3375000,259.57875,536.285,167.051,18.285,0.034095677,0.35059157,0,0,0,6,11,62036,79925000,7.001,6.000875,0
15.5,15,1,0,1,NYSE,2015,Finance,6,49.65,70982.05,180,0.062,2063.15,10000,1050000,377.26248,912.047,71.378,-1.694,-0.00185736,0.261172944,0,0,0,6,11,62036,79925000,9.001,6.4175,0
10.8,9.5,0,1,5,NASDQ,2010,"Healthcare, Medical Equipment, and Drugs",5,29.67,48889,47.5,-27.639,1165.14,15000,1050000,41.0776328,45.747,0,-14.254,-0.311583273,0,1,0,0,11,5,48889,47500000,8.001,4.8008,0
9.5,10,0,1,4,NASDQ,2011,"Business Equipment -- Computers, Software, and Electronic Equipment",6,14.3,873353.3,1000,0.415,1244.58,15000,7249999,1749.571963,2516.646,1140.1,-404.316,-0.160656684,0,1,0,1,14,6,873353.3,1000000000,9.001,4.333833333,0
9,8,0,1,4,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",32,25.72,114859.7,56,-0.567,1421.22,10000,592900,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,0,16,9,109187.7,43120000,9.001,6.15328125,0
17.125,15,0,0,9,NYSE,2000,"Oil, Gas, and Coal Extraction and Products",10,24.48,70982.05,133.5,0.631,1436.28,10000,1408185,458.0543694,551.831,220.042,43.536,0.078893719,0.000293568,0,0,0,6,11,62036,79925000,0,7.801,0
14.03,10,1,1,7,NASDQ,2017,"Healthcare, Medical Equipment, and Drugs",3,78.22,109737.1,40,-2.13,2579.36,10000,1050000,58.7068874,81.254,0,-33.877,-0.416927167,0.150589509,0,0,0,6,11,62036,79925000,9.001,7.834333333,0
6.0625,6,0,0,14,NASDQ,1997,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",20,37.07,70982.05,10.6,0.174,878.62,5500,141400,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,6,5.5254,0
11.65,11.25,0,1,12,NASDQ,2010,"Healthcare, Medical Equipment, and Drugs",5,17.11,323794.2,187.5,-2.575,1150.23,2000,1050000,159.5479136,301.365,43.857,-52.981,-0.175803428,0.001957759,1,0,0,17,20,323794.2,187500004,9.001,3.6004,1
18.75,18.75,0,1,104,NYSE,1999,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",17,25.72,70982.05,159.4,0.138,1398.17,10000,1700000,597.8948122,1683.673,2361.667,73.154,0.043449055,0.342732229,0,0,0,6,11,62036,79925000,9.001,6.059352941,0
12,12,0,0,8,NYSE,2004,Finance,7,75.42,43250,175.2,-0.024,1106.69,10000,1825000,191.667066,3536.96,159.74,-8.446,-0.002387926,0.927393864,1,0,0,5,2,43250,175200000,9.001,5.715142857,0
20.31,20,1,0,1,NYSE,2015,Finance,3,83.19,70982.05,100,0.062,2065.95,10000,1050000,101.2999984,105.427,1.89,-2.943,-0.02791505,0,0,0,0,6,11,62036,79925000,7.501,3.834,0
16.1,16,0,0,53,NYSE,2006,Other,7,35.8,70982.05,200,0.062,1382.84,10000,2600000,18.111674,587.011,492.237,-21.941,-0.037377494,0.66868764,0,1,0,6,15,0,200000000,8.001,4.715,0
13,12,1,1,3,NYSE,2017,"Business Equipment -- Computers, Software, and Electronic Equipment",7,21.59,31817.9,240,-0.36,2579.85,10000,1050000,328.4004732,506.433,186.056,-7.592,-0.014991124,0.134922092,0,1,0,6,11,62036,79925000,9.001,7.572428571,0
8.03,8,0,0,6,NASDQ,2001,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",1,34.36,38296.9,16,-3.413,1191.81,5000,300000,17.9159525,21.953,32.029,-6.802,-0.309843757,0.055892133,1,0,0,5,10,38296.9,16000000,7.001,7.001,0
14.5,12,0,1,4,NASDQ,2004,"Healthcare, Medical Equipment, and Drugs",4,22.46,93826.5,66,-1.601,1147.62,10000,3905000,82.7758178,96.125,2.625,-39.941,-0.415511053,0.037014304,1,0,0,22,12,86847.5,66000000,9.001,7.501,0
14.88,12,1,0,8,NASDQ,2016,"Healthcare, Medical Equipment, and Drugs",5,26.62,8511,51.6,-3.074,2125.77,15000,1050000,56.1061976,72.739,94.062,-6.25,-0.085923645,0.024003629,1,0,0,5,7,8511,51600000,8.501,4.6006,0
23.4375,15,0,1,6,NASDQ,2000,Other,12,27.07,35635.8,69,0.435,1446.23,10000,836115,77.72058,83.032,17.449,-7.521,-0.090579536,0.005636381,1,0,1,9,8,35635.8,59722500,8.001,6.084333333,5
20,18,0,0,8,NASDQ,1997,Other,15,16.34,70982.05,51.8,0.557,954.29,10000,747500,122.1253281,151.75,151.587,20.609,0.135808896,0.012830313,0,0,0,6,11,62036,79925000,8.75,6.417333333,0
12.9375,11.5,0,1,7,NASDQ,1998,"Healthcare, Medical Equipment, and Drugs",18,22.89,26790,34.5,0.461,1047.33,5000,480000,42.4745715,60.805,9.257,-18.428,-0.303067182,0.143228353,1,0,0,3,8,26790,34500000,9.001,6.833833333,0
15.5625,4,1,1,4,NASDQ,2018,"Healthcare, Medical Equipment, and Drugs",1,60,28455,60,-1.575,2762.59,10000,1050000,59.6596416,61.529,0,-26.478,-0.430333664,0,1,0,0,3,4,0,60000000,4.001,4.001,0
15.3,9.75,0,1,4,NASDQ,2006,"Business Equipment -- Computers, Software, and Electronic Equipment",6,13.32,56599.9,85.8,-0.843,1300.26,10000,1050000,108.978606,150.769,90.207,-15.845,-0.105094549,0,1,0,1,10,9,56599.9,85800000,9.001,6.834166667,0
13.5,14,0,0,29,NASDQ,2008,Other,4,100,50000,189,0.042,1377.65,10000,1050000,102.162624,1014.182,226.436,-58.407,-0.057590255,0.568723365,0,1,0,4,9,50000,189000000,8.001,5.75075,0
18.08,20,1,0,34,NYSE,2014,"Oil, Gas, and Coal Extraction and Products",29,14.43,70982.05,704,0.062,1831.98,10000,1050000,4348.00536,10219,3084,731,0.071533418,0.449946179,0,1,0,4,3,0,704000000,9.001,3.172827586,0
21,14,0,1,5,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",13,25.95,68179.9,64.4,0.905,1397.72,10000,2484000,75.852777,85.377,9.621,-22.566,-0.26431006,0.020766717,1,0,0,15,13,68179.9,64400000,8.001,5.292076923,1
21.25,16,0,1,26,NYSE,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",39,35.54,116500,176,0.006,1461.67,5000,2530000,215.4482976,933.517,1758.101,-4.035,-0.004322364,0.202546927,0,1,0,3,1,116500,176000000,9.001,6.536205128,0
61.5,21,0,1,3,NASDQ,2000,Other,14,10.15,62161,168,0.062,1402.05,3000,2320000,195.2847384,241.075,147.567,-117.098,-0.485732656,0.025382142,1,0,0,9,24,62161,168000000,9.001,6.215285714,0
15.5625,6,0,1,12,NYSE,2001,"Business Equipment -- Computers, Software, and Electronic Equipment",23,36.7,70982.05,3600,0.479,1197.66,15000,28200000,2460.98901,6562,4080,-4616,-0.703444072,0.388448644,0,0,0,6,11,62036,79925000,9.001,7.000913043,0
20,14,0,1,11,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",5,25.72,70982.05,147,0.825,1341.77,10000,1737750,365.2409806,463.347,345.741,105.663,0.228042914,0.101319314,0,0,0,6,11,62036,79925000,9.001,9.001,9
8.4375,8,0,1,2,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",33,9.6,70982.05,200,0.062,1464.29,5000,2250000,86.0785325,55.64,9.2,-97.913,-1.759759166,0,0,0,0,6,11,62036,79925000,9.001,7.516121212,0
11.5,10.5,0,0,1,NASDQ,1998,Other,15,34.65,70982.05,43.1,0.55,1020.09,10000,615000,96.8821095,187.338,127.14,6.007,0.032065038,0.331625191,0,0,0,6,11,62036,79925000,0,6.842466667,0
9.68,10,0,1,3,NASDQ,2006,"Healthcare, Medical Equipment, and Drugs",3,26.57,62000.2,57.5,-1.894,1302.89,10000,1050000,26.7561739,36.26,0,-63.511,-1.751544402,0,1,0,0,8,17,62000.2,57500000,8.001,5.334,0
19.72,17,0,0,69,NASDQ,2006,Chemicals and Allied Products,5,54.72,30675,127.5,0.062,1382.23,10000,1050000,61.5722797,134.314,95.405,0.606,0.004511816,0.167681701,0,1,0,1,4,30675,127500000,9.001,8.001,0
13,12,0,1,3,NASDQ,1997,"Healthcare, Medical Equipment, and Drugs",16,64.3,50919.9,30,0.901,780.15,5000,412500,51.076204,55.311,12.861,-8.682,-0.156966969,0,1,0,0,11,8,50919.9,30000000,9,6.7164375,0
15.5625,9,0,1,4,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",21,25.23,26702,36,0.586,1313.03,7500,480000,86.0785325,52.178,10.151,-13.307,-0.255030856,0,1,0,0,6,7,0,36000000,8.75,6.325952381,0
13.95,14,0,0,48,NYSE,2014,Finance,9,18.33,70982.05,308,0.062,1998.3,10000,3156999,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,9.001,3.667111111,0
14,14,0,0,4,NASDQ,1997,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",9,30.86,70982.05,56,0.062,912.59,25000,840000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,8.75,6.528333333,0
27.18,17,1,1,6,NASDQ,2013,"Healthcare, Medical Equipment, and Drugs",4,17.28,190672.6,81.6,-2.446,1615.41,5000,1050000,118.121164,333.685,37.779,-26.071,-0.078130572,0,1,0,0,14,14,189472.6,81600000,8.001,6.876,16
17.29,20,1,0,8,NASDQ,2017,Finance,7,25.72,70982.05,50,0.062,2457.59,10000,1050000,60.8700972,61.925,73.667,-1.0535,-0.005948719,0,0,0,0,6,11,62036,79925000,9.001,4.286285714,0
22.9375,16,0,1,58,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",3,34.41,9236,76.8,-1.362,1362.92,11800,1056000,57.6107235,64.947,38.095,2.839,0.043712566,0,0,1,0,6,8,9236,76800000,8.001,8.250666667,0
46.56,29,0,0,16,NYSE,2004,Other,13,6.72,70982.05,690.5,0.172,1173.82,7500,8630952,1315.991444,3601.478,1197.056,495.183,0.137494384,0.496998177,0,0,0,6,11,62036,79925000,9.001,5.923846154,0
8.3,8,1,1,7,NASDQ,2014,"Healthcare, Medical Equipment, and Drugs",2,48.65,7500,30,-19.956,1839.78,20000,1050000,18.9293064,20.374,0,-16.134,-0.791891627,0,1,0,0,1,16,7500,30000000,3.001,1.5005,1
23.08,21.5,0,0,114,NYSE,2014,Finance,23,25,70982.05,3010,0.103,1988.44,10000,1050000,19267.99367,132857,5054,865,0.00651076,0.114190445,0,0,0,6,11,62036,79925000,9.001,4.000478261,3
22.95,17,0,0,21,NASDQ,2003,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",9,38.9,8499.9,51,0.177,1058.05,5000,720000,75.066719,103.999,126.497,3.583,0.034452254,0,1,0,0,3,13,8499.9,51000000,7.001,5.000777778,0
8.03,8,0,0,4,NASDQ,2002,Finance,9,35.8,70982.05,40,0.034,920.75,10000,600000,77.6030206,849.469,46.182,9.71,0.01143067,0.532094756,0,0,0,6,11,62036,79925000,5.001,4.778555556,0
15.5625,5.5,1,1,2,NASDQ,2016,Other,3,25.72,70982.05,5.3,-10.408,2171.37,10000,1050000,3.2129016,6.754,0,-14.592,-2.160497483,0.022949363,0,0,0,6,11,62036,79925000,0,0,0
21.25,17.5,0,1,15,NASDQ,1998,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",30,20.3,70982.05,54.7,0.229,1022.76,10000,781250,69.676325,164.51,732.37,18.644,0.113330497,0.043790651,0,0,0,6,11,62036,79925000,8.75,6.1561,2
7.65,5.5,0,0,4,AMEX,2005,"Oil, Gas, and Coal Extraction and Products",1,29.63,70982.05,11,0.735,1165.36,10000,1050000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,1.001,1.001,0
19,22,0,0,23,NYSE,2007,Other,8,20.2,70982.05,458.3,-0.566,1507.72,20000,1050000,-44.09577,3460.337,1769.182,123.254,0.035619074,0.790739457,0,1,0,6,11,62036,79925000,9.001,8.376,0
14,14,0,1,4,NASDQ,2003,"Healthcare, Medical Equipment, and Drugs",4,25.07,156881.1,84,0.203,1030.36,5000,1200000,104.9133843,145.473,25.539,-50.059,-0.344111966,0.150151575,1,0,1,16,7,156881.1,84000000,9.001,6.501,0
26.875,23.5,0,0,21,NYSE,1997,Finance,8,25.72,70982.05,468.2,0.033,812.49,2000,4108000,2124.19495,59892.898,2254.6,265.2,0.004427904,0.006651874,0,0,0,6,11,62036,79925000,9.001,5.359875,0
7.93,8,0,0,4,NASDQ,2011,"Healthcare, Medical Equipment, and Drugs",4,12.63,70982.05,16.5,0.072,1299.54,10000,1050000,10.4071876,10.667,0.252,-4.25,-0.398425049,0,0,0,0,6,11,62036,79925000,2.001,1.75075,1
12.625,12,0,0,11,NYSE,1997,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",9,38.31,70982.05,36.9,0.36,810.28,10000,456000,63.6678135,165.987,134.555,2.043,0.012308193,0.506774627,0,0,0,6,11,62036,79925000,0,5.208777778,1
10.75,12,0,1,4,NASDQ,2004,"Healthcare, Medical Equipment, and Drugs",3,22.79,3300,60,0.646,1096.84,10000,840000,94.4019615,109.546,57.918,27.34,0.249575521,0,1,0,1,3,20,3300,60000000,9.001,8.001,2
11.11,11,0,0,25,NASDQ,2012,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",5,19.96,70982.05,73.3,0.4,1352.63,10000,1050000,223.915467,321.049,296.564,39.632,0.123445331,0.071447038,0,0,0,6,11,62036,79925000,0,2.8004,1
8.01,8,0,1,6,NASDQ,2014,"Healthcare, Medical Equipment, and Drugs",4,22.07,213813.4,52,-21.664,1892.49,15000,1050000,63.4629375,108.417,0,-62.479,-0.576284162,0.225001614,1,0,0,17,12,213813.4,52000000,8.001,6.626,6
20.6,21.5,0,0,122,NYSE,2008,Utilities,16,36.25,70982.05,1247,0.199,1365.54,10000,7482000,4102,12320.403,2336.928,-562.196,-0.0456313,0.430427885,0,0,0,6,11,62036,79925000,9.001,3.813,2
9.125,9,0,1,23,NASDQ,1996,Other,2,38.18,4012,18,0.316,694.01,20000,260000,5.0120028,15.844,13.517,-0.58,-0.036606917,0.353382984,1,0,0,3,11,4012,18000000,6,5.0005,0
12.875,13,0,0,7,NASDQ,1996,Other,3,27.84,70982.05,70.2,0.033,654.17,25000,972000,0.5431352,16.515,14.719,0.334,0.020224039,0.55700878,0,0,0,6,11,62036,79925000,5.333,5.778,0
6.39,6.5,1,0,2,NASDQ,2013,Finance,3,13.21,70982.05,8.9,0.667,1685.96,10000,1050000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,0,0,0
20.09,18,0,0,12,NYSE,2007,Finance,6,99.82,70982.05,109.8,0.008,1562.47,25000,1050000,-1.9212984,154.646,147.149,0.733,0.004739857,0.394630317,0,0,0,6,11,62036,79925000,9.001,5.334,0
20.5,18,0,1,17,NYSE,1996,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",6,15.06,70982.05,360,0.125,706.99,10000,3104000,825.1552497,3366.947,12023.451,110.679,0.032872213,0.090299313,0,0,0,6,11,62036,79925000,8.875,8.000166667,0
13.75,13,0,1,1,NYSE,1998,Other,17,25.72,70982.05,91,0.062,939.21,10000,1064000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,9.001,6.816882353,0
6.9375,9,0,1,5,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",26,34.44,70982.05,54,-12.554,1293.64,5000,720000,19.4882492,25.65,19.541,-26.377,-1.02834308,0.003274854,0,0,0,6,11,62036,79925000,8.75,4.859461538,0
14,14.25,1,0,1,NYSE,2015,Finance,5,33.38,70982.05,71.3,0.593,1994.99,10000,1050000,227.8024042,615.379,48.967,24.754,0.040225617,0.609564187,0,0,0,6,11,62036,79925000,5.001,2.2004,0
16.4375,9,0,1,1,NASDQ,1999,"Healthcare, Medical Equipment, and Drugs",25,32.42,70982.05,84.4,-54.46,1284.4,10000,1125000,71.3155008,99.72,9.431,-56.135,-0.562926193,0.010810269,0,0,0,6,11,62036,79925000,8.75,4.5004,0
15.19,14,1,0,37,NYSE,2014,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",9,25.67,70982.05,164.7,0.062,1843.8,10000,1050000,303.370996,700.981,424.502,15.891,0.022669659,0.498052016,0,1,0,1,13,62036,164710000,9.001,5.000666667,0
12.9,11,1,0,18,NASDQ,2013,Finance,7,43.35,70982.05,99,0.062,1746.38,10000,1050000,164.3744421,221.01,162.796,22.327,0.101022578,0.16078458,0,0,0,6,11,62036,79925000,8.501,1.214428571,0
14.9,14,0,1,7,NASDQ,2003,"Healthcare, Medical Equipment, and Drugs",7,19.49,191452.8,70,-2.107,1046.76,5000,980000,103.9217324,121.273,3.856,-43.148,-0.355792303,0.03126005,1,0,1,12,12,191452.8,70000000,9.001,5.000714286,0
26.77,19,0,0,14,NASDQ,2005,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",3,19.69,70982.05,89.1,0.768,1206.58,15000,1359375,102.679467,111.381,159.951,29.337,0.263393218,0.002289439,0,0,0,6,11,62036,79925000,7.001,6.334333333,0
8.53125,7.5,0,1,1,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",20,32.62,104607,50.1,-0.337,1310.52,5000,151200,100.7323028,117.632,1.313,-21.988,-0.186921926,0.025970824,1,0,0,16,11,104607,10800000,9.001,6.9322,0
18.21,16,0,1,34,NASDQ,2002,"Business Equipment -- Computers, Software, and Electronic Equipment",15,28.2,70982.05,115.2,0.494,1132.15,5000,1656000,245.9972469,364.388,500.219,19.151,0.052556615,0.071352514,0,0,0,6,11,62036,79925000,5.001,5.667466667,0
10.61,10,1,1,8,NASDQ,2013,"Healthcare, Medical Equipment, and Drugs",4,28.95,143054,67.2,-11.62,1692.56,15000,1050000,66.9751932,70.458,0,-31.148,-0.442078969,0,1,0,1,10,13,140446,67200000,8.001,6.501,11
7.1875,9,0,1,4,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",14,15.44,88287,63,0.836,1480.87,5000,682500,94.7654968,111.442,10.623,-48.823,-0.438102331,0,1,0,1,11,17,88287,47250000,9.001,6.715285714,0
25.43,19,0,0,24,NYSE,2005,"Healthcare, Medical Equipment, and Drugs",4,16.63,133000,210.4,0.212,1222.81,10000,2989440,630.4053825,1697.811,790.577,-50.986,-0.030030433,0.444278545,0,1,0,2,16,133000,210368000,9.001,8.501,0
15.5625,17,0,1,0,NASDQ,2000,"Healthcare, Medical Equipment, and Drugs",9,25.72,70982.05,82.5,-2.752,1452.42,10000,966000,89.7926026,106.943,23.291,-16.3,-0.152417643,0.023105767,0,0,0,6,11,62036,79925000,0,4.889555556,10
32.625,14,0,1,3,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",10,12.48,20425,57,0.062,1469.54,5000,615400,46.1594524,70.572,18.666,-36.868,-0.522416823,0.026086833,1,0,1,9,11,20425,43078000,9.001,7.601,0
17.64063,12,0,1,1,NASDQ,2000,Telephone and Television Transmission,13,49.28,125994.1,105.3,-0.335,1492.25,5000,1175720,135.7034525,176.803,11.051,-118.446,-0.669932071,0,1,0,0,8,11,125994.1,82992000,9.001,7.924076923,0
